FagNivaa	Fagkategorikode	Fagomraadekode	Opplaeringsfagkode	Vurderingsfagkode	Fagkategorinavn	Fagomraadenavn	Opplaeringsfagnavn	Vurderingsfagnavn	2022-23.Alle eierformer.Alle trinn.Alle kjønn.Antall elever	2023-24.Alle eierformer.Alle trinn.Alle kjønn.Antall elever	2024-25.Alle eierformer.Alle trinn.Alle kjønn.Antall elever
4	FKAT400	FOMR402	NOR7Z03	NOR1061	Norsk og morsmål	Grunnleggende norsk	Grunnleggende norsk for språklige minoriteter, nivå 3	Grunnleggende norsk for språklige minoriteter, nivå 3, vg3 studieforberedende utdanningsprogram	26	2	
4	FKAT400	FOMR402	NOR7Z03	NOR1062	Norsk og morsmål	Grunnleggende norsk	Grunnleggende norsk for språklige minoriteter, nivå 3	Grunnleggende norsk for språklige minoriteter, nivå 3, vg3 påbygging til generell studiekompetanse	1		
4	FKAT400	FOMR402	NOR7Z03	NOR1159	Norsk og morsmål	Grunnleggende norsk	Grunnleggende norsk for språklige minoriteter, nivå 3	Grunnleggende norsk for språklige minoriteter, nivå 3, vg1 yrkesfaglige utdanningsprogram	23		
4	FKAT400	FOMR402	NOR7Z03	NOR1160	Norsk og morsmål	Grunnleggende norsk	Grunnleggende norsk for språklige minoriteter, nivå 3	Grunnleggende norsk for språklige minoriteter, nivå 3, vg2 yrkesfaglige utdanningsprogram	10		
2	FKAT400	FOMR403		FOMR403	Norsk og morsmål	Morsmål	Alle opplæringsfag	Alle vurderingsfag		6	
3	FKAT400	FOMR403	NOR8Z02	NOR8Z02	Norsk og morsmål	Morsmål	Morsmål for språklige minoriteter, nivå 2	Alle vurderingsfag		6	
4	FKAT400	FOMR403	NOR8Z02	NOR1807	Norsk og morsmål	Morsmål	Morsmål for språklige minoriteter, nivå 2	Morsmål for språklige minoriteter, nivå 2		6	
2	FKAT400	FOMR404		FOMR404	Norsk og morsmål	Norsk	Alle opplæringsfag	Alle vurderingsfag	139972	140659	141040
3	FKAT400	FOMR404	NOR1Z68	NOR1Z68	Norsk og morsmål	Norsk	Norsk for elever med samisk/kvensk/finsk som andrespråk, vg1 studieforberedende utdanningsprogram	Alle vurderingsfag	54	59	122
4	FKAT400	FOMR404	NOR1Z68	NOR1284	Norsk og morsmål	Norsk	Norsk for elever med samisk/kvensk/finsk som andrespråk, vg1 studieforberedende utdanningsprogram	Norsk for elever med samisk/kvensk/finsk som andrespråk, vg1 studieforberedende utdanningsprogram, skriftlig	54	59	122
3	FKAT400	FOMR404	NOR1Z69	NOR1Z69	Norsk og morsmål	Norsk	Norsk for elever med samisk/kvensk/finsk som andrespråk, vg2 studieforberedende utdanningsprogram	Alle vurderingsfag	57	63	80
4	FKAT400	FOMR404	NOR1Z69	NOR1286	Norsk og morsmål	Norsk	Norsk for elever med samisk/kvensk/finsk som andrespråk, vg2 studieforberedende utdanningsprogram	Norsk for elever med samisk/kvensk/finsk som andrespråk, vg2 studieforberedende utdanningsprogram, skriftlig	57	63	80
3	FKAT400	FOMR404	NOR1Z71	NOR1Z71	Norsk og morsmål	Norsk	Norsk for elever med samisk/kvensk/finsk som andrespråk, vg2 yrkesfaglige utdanningsprogram	Alle vurderingsfag	28	36	18
4	FKAT400	FOMR404	NOR1Z71	NOR1285	Norsk og morsmål	Norsk	Norsk for elever med samisk/kvensk/finsk som andrespråk, vg2 yrkesfaglige utdanningsprogram	Norsk for elever med samisk/kvensk/finsk som andrespråk, vg2 yrkesfaglige utdanningsprogram	28	36	18
3	FKAT400	FOMR404	NOR1Z72	NOR1Z72	Norsk og morsmål	Norsk	Norsk for elever med samisk/kvensk/finsk som andrespråk, vg3 påbygging til generell studiekompetanse	Alle vurderingsfag	5	6	8
4	FKAT400	FOMR404	NOR1Z72	NOR1288	Norsk og morsmål	Norsk	Norsk for elever med samisk/kvensk/finsk som andrespråk, vg3 påbygging til generell studiekompetanse	Norsk for elever med samisk/kvensk/finsk som andrespråk, Vg3 påbygging til generell studiekompetanse, skriftlig	5	6	8
3	FKAT400	FOMR404	NOR1Z70	NOR1Z70	Norsk og morsmål	Norsk	Norsk for elever med samisk/kvensk/finsk som andrespråk, vg3 studieforberedende utdanningsprogram	Alle vurderingsfag	57	73	63
4	FKAT400	FOMR404	NOR1Z70	NOR1287	Norsk og morsmål	Norsk	Norsk for elever med samisk/kvensk/finsk som andrespråk, vg3 studieforberedende utdanningsprogram	Norsk for elever med samisk/kvensk/finsk som andrespråk, Vg3 studieforberedende utdanningsprogram, skriftlig	57	73	63
3	FKAT400	FOMR404	NOR1Z63	NOR1Z63	Norsk og morsmål	Norsk	Norsk vg1 studieforberedende utdanningsprogram	Alle vurderingsfag	36049	36251	36482
4	FKAT400	FOMR404	NOR1Z63	NOR1260	Norsk og morsmål	Norsk	Norsk vg1 studieforberedende utdanningsprogram	Norsk, vg1 studieforberedende utdanningsprogram, skriftlig	36049	36251	36482
3	FKAT400	FOMR404	NOR1Z64	NOR1Z64	Norsk og morsmål	Norsk	Norsk vg2 studieforberedende utdanningsprogram	Alle vurderingsfag	33625	33726	33584
4	FKAT400	FOMR404	NOR1Z64	NOR1264	Norsk og morsmål	Norsk	Norsk vg2 studieforberedende utdanningsprogram	Norsk, vg2 studieforberedende utdanningsprogram, skriftlig	33625	33726	33584
3	FKAT400	FOMR404	NOR1Z66	NOR1Z66	Norsk og morsmål	Norsk	Norsk vg2 yrkesfaglige utdanningsprogram	Alle vurderingsfag	26424	27697	27502
4	FKAT400	FOMR404	NOR1Z66	NOR1262	Norsk og morsmål	Norsk	Norsk vg2 yrkesfaglige utdanningsprogram	Norsk, vg2 yrkesfaglige utdanningsprogram	26424	27697	27502
3	FKAT400	FOMR404	NOR1Z36	NOR1Z36	Norsk og morsmål	Norsk	Norsk vg3 påbygging til generell studiekompetanse	Alle vurderingsfag	24	20	
4	FKAT400	FOMR404	NOR1Z36	NOR1231	Norsk og morsmål	Norsk	Norsk vg3 påbygging til generell studiekompetanse	Norsk hovedmål, vg3 påbygging til generell studiekompetanse, skriftlig	24		
4	FKAT400	FOMR404	NOR1Z36	NOR1232	Norsk og morsmål	Norsk	Norsk vg3 påbygging til generell studiekompetanse	Norsk sidemål, vg3 påbygging til generell studiekompetanse, skriftlig	24		
4	FKAT400	FOMR404	NOR1Z36	NOR1233	Norsk og morsmål	Norsk	Norsk vg3 påbygging til generell studiekompetanse	Norsk, vg3 påbygging til generell studiekompetanse, muntlig	24	20	
3	FKAT400	FOMR404	NOR1Z67	NOR1Z67	Norsk og morsmål	Norsk	Norsk vg3 påbygging til generell studiekompetanse	Alle vurderingsfag	9707	9542	9804
4	FKAT400	FOMR404	NOR1Z67	NOR1270	Norsk og morsmål	Norsk	Norsk vg3 påbygging til generell studiekompetanse	Norsk hovedmål, vg3 påbygging til generell studiekompetanse, skriftlig	9699	9536	9795
4	FKAT400	FOMR404	NOR1Z67	NOR1271	Norsk og morsmål	Norsk	Norsk vg3 påbygging til generell studiekompetanse	Norsk sidemål, vg3 påbygging til generell studiekompetanse, skriftlig	9508	9389	9585
3	FKAT400	FOMR404	NOR1Z35	NOR1Z35	Norsk og morsmål	Norsk	Norsk vg3 studieforberedende utdanningsprogram	Alle vurderingsfag	112	28	
4	FKAT400	FOMR404	NOR1Z35	NOR1211	Norsk og morsmål	Norsk	Norsk Vg3 studieforberedende utdanningsprogram	Norsk hovedmål, Vg3 studieforberedende utdanningsprogram, skriftlig	112	28	
4	FKAT400	FOMR404	NOR1Z35	NOR1212	Norsk og morsmål	Norsk	Norsk Vg3 studieforberedende utdanningsprogram	Norsk sidemål,  Vg3 studieforberedende utdanningsprogram, skriftlig	112	28	
3	FKAT400	FOMR404	NOR1Z27	NOR1Z27	Norsk og morsmål	Norsk	Norsk vg3 studieforberedende utdanningsprogram	Alle vurderingsfag	112	28	
4	FKAT400	FOMR404	NOR1Z27	NOR1213	Norsk og morsmål	Norsk	Norsk vg3 studieforberedende utdanningsprogram	Norsk, vg3 studieforberedende utdanningsprogram, muntlig	112	28	
3	FKAT400	FOMR404	NOR1Z65	NOR1Z65	Norsk og morsmål	Norsk	Norsk vg3 studieforberedende utdanningsprogram	Alle vurderingsfag	34167	33734	33724
4	FKAT400	FOMR404	NOR1Z65	NOR1267	Norsk og morsmål	Norsk	Norsk vg3 studieforberedende utdanningsprogram	Norsk hovedmål, vg3 studieforberedende utdanningsprogram, skriftlig	34152	33720	33700
4	FKAT400	FOMR404	NOR1Z65	NOR1268	Norsk og morsmål	Norsk	Norsk vg3 studieforberedende utdanningsprogram	Norsk sidemål, vg3 studieforberedende utdanningsprogram, skriftlig	33669	33395	33230
2	FKAT400	FOMR405		FOMR405	Norsk og morsmål	Norsk for døve og sterkt tunghørte	Alle opplæringsfag	Alle vurderingsfag	35	65	52
3	FKAT400	FOMR405	NOR5Z37	NOR5Z37	Norsk og morsmål	Norsk for døve og sterkt tunghørte	Norsk for elever med tegnspråk vg1 studieforberedende utdanningsprogram	Alle vurderingsfag	24	48	10
4	FKAT400	FOMR405	NOR5Z37	NOR1077	Norsk og morsmål	Norsk for døve og sterkt tunghørte	Norsk for elever med tegnspråk vg1 studieforberedende utdanningsprogram	Norsk for elever med tegnspråk, vg1 studieforberedende utdanningsprogram	24	48	10
3	FKAT400	FOMR405	NOR5Z38	NOR5Z38	Norsk og morsmål	Norsk for døve og sterkt tunghørte	Norsk for elever med tegnspråk vg2 studieforberedende utdanningsprogram	Alle vurderingsfag	2	7	7
4	FKAT400	FOMR405	NOR5Z38	NOR1078	Norsk og morsmål	Norsk for døve og sterkt tunghørte	Norsk for elever med tegnspråk vg2 studieforberedende utdanningsprogram	Norsk for elever med tegnspråk, vg2 studieforberedende utdanningsprogram	2	7	7
3	FKAT400	FOMR405	NOR5Z40	NOR5Z40	Norsk og morsmål	Norsk for døve og sterkt tunghørte	Norsk for elever med tegnspråk vg2 yrkesfaglige utdanningsprogram	Alle vurderingsfag	7	4	27
4	FKAT400	FOMR405	NOR5Z40	NOR1076	Norsk og morsmål	Norsk for døve og sterkt tunghørte	Norsk for elever med tegnspråk vg2 yrkesfaglige utdanningsprogram	Norsk for elever med tegnspråk, vg2 yrkesfaglige utdanningsprogram	7	4	27
3	FKAT400	FOMR405	NOR5Z41	NOR5Z41	Norsk og morsmål	Norsk for døve og sterkt tunghørte	Norsk for elever med tegnspråk vg3 påbygging til generell studiekompetanse	Alle vurderingsfag	4	1	
4	FKAT400	FOMR405	NOR5Z41	NOR1079	Norsk og morsmål	Norsk for døve og sterkt tunghørte	Norsk for elever med tegnspråk vg3 påbygging til generell studiekompetanse	Norsk for elever med tegnspråk, vg3 studieforberedende utdanningsprogram	2		
4	FKAT400	FOMR405	NOR5Z41	NOR1080	Norsk og morsmål	Norsk for døve og sterkt tunghørte	Norsk for elever med tegnspråk vg3 påbygging til generell studiekompetanse	Norsk for elever med tegnspråk, vg3 påbygging til generell studiekompetanse	2	1	
3	FKAT400	FOMR405	NOR5Z39	NOR5Z39	Norsk og morsmål	Norsk for døve og sterkt tunghørte	Norsk for elever med tegnspråk vg3 studieforberedende utdanningsprogram	Alle vurderingsfag		5	8
4	FKAT400	FOMR405	NOR5Z39	NOR1079	Norsk og morsmål	Norsk for døve og sterkt tunghørte	Norsk for elever med tegnspråk vg3 studieforberedende utdanningsprogram	Norsk for elever med tegnspråk, vg3 studieforberedende utdanningsprogram		5	8
2	FKAT400	FOMR410		FOMR410	Norsk og morsmål	Norsk for elever med kort botid	Alle opplæringsfag	Alle vurderingsfag	1990	2640	2941
3	FKAT400	FOMR410	NOR9Z07	NOR9Z07	Norsk og morsmål	Norsk for elever med kort botid	Norsk for elever i vgo med kort botid i Norge vg1 studieforberedende utdanningsprogram	Alle vurderingsfag	488	773	884
4	FKAT400	FOMR410	NOR9Z07	NOR1412	Norsk og morsmål	Norsk for elever med kort botid	Norsk for elever i vgo med kort botid i Norge vg1 studieforberedende utdanningsprogram	Norsk for elever i vgo med kort botid i Norge, vg1 studieforberedende utdanningsprogram, skriftlig	488	773	884
3	FKAT400	FOMR410	NOR9Z08	NOR9Z08	Norsk og morsmål	Norsk for elever med kort botid	Norsk for elever i vgo med kort botid i Norge vg2 studieforberedende utdanningsprogram	Alle vurderingsfag	376	519	784
4	FKAT400	FOMR410	NOR9Z08	NOR1414	Norsk og morsmål	Norsk for elever med kort botid	Norsk for elever i vgo med kort botid i Norge vg2 studieforberedende utdanningsprogram	Norsk for elever i vgo med kort botid i Norge, vg2 studieforberedende utdanningsprogram, skriftlig	376	519	784
3	FKAT400	FOMR410	NOR9Z10	NOR9Z10	Norsk og morsmål	Norsk for elever med kort botid	Norsk for elever i vgo med kort botid i Norge vg2 yrkesfaglige utdanningsprogram	Alle vurderingsfag	451	450	395
4	FKAT400	FOMR410	NOR9Z10	NOR1418	Norsk og morsmål	Norsk for elever med kort botid	Norsk for elever i vgo med kort botid i Norge vg2 yrkesfaglige utdanningsprogram	Norsk for elever i vgo med kort botid i Norge, vg2 yrkesfaglige utdanningsprogram	451	450	395
3	FKAT400	FOMR410	NOR9Z06	NOR9Z06	Norsk og morsmål	Norsk for elever med kort botid	Norsk for elever i vgo med kort botid i Norge vg3 påbygging til generell studiekompetanse	Alle vurderingsfag	26	27	
4	FKAT400	FOMR410	NOR9Z06	NOR1410	Norsk og morsmål	Norsk for elever med kort botid	Norsk for elever i vgo med kort botid i Norge vg3 påbygging til generell studiekompetanse	Norsk for elever i vgo med kort botid i Norge, vg3 påbygging til generell studiekompetanse, skriftlig	13		
4	FKAT400	FOMR410	NOR9Z06	NOR1411	Norsk og morsmål	Norsk for elever med kort botid	Norsk for elever i vgo med kort botid i Norge vg3 påbygging til generell studiekompetanse	Norsk for elever i vgo med kort botid i Norge, vg3 påbygging til generell studiekompetanse, muntlig	25	27	
3	FKAT400	FOMR410	NOR9Z11	NOR9Z11	Norsk og morsmål	Norsk for elever med kort botid	Norsk for elever i vgo med kort botid i Norge vg3 påbygging til generell studiekompetanse	Alle vurderingsfag	189	248	292
4	FKAT400	FOMR410	NOR9Z11	NOR1422	Norsk og morsmål	Norsk for elever med kort botid	Norsk for elever i vgo med kort botid i Norge vg3 påbygging til generell studiekompetanse	Norsk for elever i vgo med kort botid i Norge, Vg3 påbygging til generell studiekompetanse, skriftlig	189	248	292
3	FKAT400	FOMR410	NOR9Z03	NOR9Z03	Norsk og morsmål	Norsk for elever med kort botid	Norsk for elever i vgo med kort botid i Norge vg3 studieforberedende utdanningsprogram	Alle vurderingsfag	15	5	
4	FKAT400	FOMR410	NOR9Z03	NOR1405	Norsk og morsmål	Norsk for elever med kort botid	Norsk for elever i vgo med kort botid i Norge vg3 studieforberedende utdanningsprogram	Norsk for elever i vgo med kort botid i Norge, vg3 studieforberedende utdanningsprogram, skriftlig	13	5	
4	FKAT400	FOMR410	NOR9Z03	NOR1406	Norsk og morsmål	Norsk for elever med kort botid	Norsk for elever i vgo med kort botid i Norge vg3 studieforberedende utdanningsprogram	Norsk for elever i vgo med kort botid i Norge, vg3 studieforberedende utdanningsprogram, muntlig	6	4	
3	FKAT400	FOMR410	NOR9Z09	NOR9Z09	Norsk og morsmål	Norsk for elever med kort botid	Norsk for elever i vgo med kort botid i Norge vg3 studieforberedende utdanningsprogram	Alle vurderingsfag	458	643	595
4	FKAT400	FOMR410	NOR9Z09	NOR1420	Norsk og morsmål	Norsk for elever med kort botid	Norsk for elever i vgo med kort botid i Norge vg3 studieforberedende utdanningsprogram	Norsk for elever i vgo med kort botid i Norge, Vg3 studieforberedende utdanningsprogram, skriftlig	458	643	595
2	FKAT400	FOMR406		FOMR406	Norsk og morsmål	Norsk for elever med samisk som førstespråk	Alle opplæringsfag	Alle vurderingsfag	145	143	215
3	FKAT400	FOMR406	NOR3Z37	NOR3Z37	Norsk og morsmål	Norsk for elever med samisk som førstespråk	Norsk for elever med samisk som førstespråk vg1 studieforberedende utdanningsprogram	Alle vurderingsfag	39	13	47
4	FKAT400	FOMR406	NOR3Z37	NOR1276	Norsk og morsmål	Norsk for elever med samisk som førstespråk	Norsk for elever med samisk som førstespråk vg1 studieforberedende utdanningsprogram	Norsk for elever med samisk som førstespråk, vg1 studieforberedende utdanningsprogram, skriftlig	39	13	47
3	FKAT400	FOMR406	NOR3Z38	NOR3Z38	Norsk og morsmål	Norsk for elever med samisk som førstespråk	Norsk for elever med samisk som førstespråk vg2 studieforberedende utdanningsprogram	Alle vurderingsfag	23	29	42
4	FKAT400	FOMR406	NOR3Z38	NOR1278	Norsk og morsmål	Norsk for elever med samisk som førstespråk	Norsk for elever med samisk som førstespråk vg2 studieforberedende utdanningsprogram	Norsk for elever med samisk som førstespråk, vg2 studieforberedende utdanningsprogram, skriftlig	23	29	42
3	FKAT400	FOMR406	NOR3Z40	NOR3Z40	Norsk og morsmål	Norsk for elever med samisk som førstespråk	Norsk for elever med samisk som førstespråk vg2 yrkesfaglige utdanningsprogram	Alle vurderingsfag	38	35	53
4	FKAT400	FOMR406	NOR3Z40	NOR1274	Norsk og morsmål	Norsk for elever med samisk som førstespråk	Norsk for elever med samisk som førstespråk vg2 yrkesfaglige utdanningsprogram	Norsk for elever med samisk som førstespråk, vg2 yrkesfaglige utdanningsprogram	38	35	53
3	FKAT400	FOMR406	NOR3Z41	NOR3Z41	Norsk og morsmål	Norsk for elever med samisk som førstespråk	Norsk for elever med samisk som førstespråk vg3 påbygging til generell studiekompetanse	Alle vurderingsfag	13	18	27
4	FKAT400	FOMR406	NOR3Z41	NOR1282	Norsk og morsmål	Norsk for elever med samisk som førstespråk	Norsk for elever med samisk som førstespråk vg3 påbygging til generell studiekompetanse	Norsk for elever med samisk som førstespråk, Vg3 påbygging til generell studiekompetanse, skriftlig	13	18	27
3	FKAT400	FOMR406	NOR3Z39	NOR3Z39	Norsk og morsmål	Norsk for elever med samisk som førstespråk	Norsk for elever med samisk som førstespråk vg3 studieforberedende utdanningsprogram	Alle vurderingsfag	32	48	62
4	FKAT400	FOMR406	NOR3Z39	NOR1280	Norsk og morsmål	Norsk for elever med samisk som førstespråk	Norsk for elever med samisk som førstespråk vg3 studieforberedende utdanningsprogram	Norsk for elever med samisk som førstespråk, Vg3 studieforberedende utdanningsprogram, skriftlig	32	48	62
2	FKAT400	FOMR407		FOMR407	Norsk og morsmål	Norsk tegnspråk	Alle opplæringsfag	Alle vurderingsfag	48	61	59
3	FKAT400	FOMR407	NOR4Z37	NOR4Z37	Norsk og morsmål	Norsk tegnspråk	Norsk tegnspråk vg1 studieforberedende utdanningsprogram	Alle vurderingsfag	22	25	27
4	FKAT400	FOMR407	NOR4Z37	NOR1068	Norsk og morsmål	Norsk tegnspråk	Norsk tegnspråk vg1 studieforberedende utdanningsprogram	Norsk tegnspråk, vg1 studieforberedende utdanningsprogram, tekstskaping	22	25	27
3	FKAT400	FOMR407	NOR4Z38	NOR4Z38	Norsk og morsmål	Norsk tegnspråk	Norsk tegnspråk vg2 studieforberedende utdanningsprogram	Alle vurderingsfag	3	9	7
4	FKAT400	FOMR407	NOR4Z38	NOR1070	Norsk og morsmål	Norsk tegnspråk	Norsk tegnspråk vg2 studieforberedende utdanningsprogram	Norsk tegnspråk, vg2 studieforberedende utdanningsprogram, tekstskaping	3	9	7
3	FKAT400	FOMR407	NOR4Z40	NOR4Z40	Norsk og morsmål	Norsk tegnspråk	Norsk tegnspråk vg2 yrkesfaglige utdanningsprogram	Alle vurderingsfag	11	10	9
4	FKAT400	FOMR407	NOR4Z40	NOR1066	Norsk og morsmål	Norsk tegnspråk	Norsk tegnspråk vg2 yrkesfaglige utdanningsprogram	Norsk tegnspråk, vg2 yrkesfaglige utdanningsprogram	11	10	9
3	FKAT400	FOMR407	NOR4Z41	NOR4Z41	Norsk og morsmål	Norsk tegnspråk	Norsk tegnspråk vg3 påbygging til generell studiekompetanse	Alle vurderingsfag	2	3	
4	FKAT400	FOMR407	NOR4Z41	NOR1074	Norsk og morsmål	Norsk tegnspråk	Norsk tegnspråk vg3 påbygging til generell studiekompetanse	Norsk tegnspråk, vg3 påbygging til generell studiekompetanse, tekstskaping	2	3	
3	FKAT400	FOMR407	NOR4Z39	NOR4Z39	Norsk og morsmål	Norsk tegnspråk	Norsk tegnspråk vg3 studieforberedende utdanningsprogram	Alle vurderingsfag		3	7
4	FKAT400	FOMR407	NOR4Z39	NOR1072	Norsk og morsmål	Norsk tegnspråk	Norsk tegnspråk vg3 studieforberedende utdanningsprogram	Norsk tegnspråk, vg3 studieforberedende utdanningsprogram, tekstskaping		3	7
3	FKAT400	FOMR407	NOR4Z42	NOR4Z42	Norsk og morsmål	Norsk tegnspråk	Norsk tegnspråk, vg1 yrkesfaglige utdanningsprogram	Alle vurderingsfag	10	12	10
4	FKAT400	FOMR407	NOR4Z42	NOR1065	Norsk og morsmål	Norsk tegnspråk	Norsk tegnspråk, vg1 yrkesfaglige utdanningsprogram	Norsk tegnspråk, vg1 yrkesfaglige utdanningsprogram	10	12	10
2	FKAT400	FOMR411		FOMR411	Norsk og morsmål	Styrket norsk	Alle opplæringsfag	Alle vurderingsfag	716	731	933
3	FKAT400	FOMR411	NOR6Z05	NOR6Z05	Norsk og morsmål	Styrket norsk	Norsk, styrket opplæring, vg1	Alle vurderingsfag	265	333	470
4	FKAT400	FOMR411	NOR6Z05	NOR3001	Norsk og morsmål	Styrket norsk	Norsk, styrket opplæring, vg1	Norsk, styrket opplæring, vg1	265	333	470
3	FKAT400	FOMR411	NOR6Z06	NOR6Z06	Norsk og morsmål	Styrket norsk	Norsk, styrket opplæring, vg2	Alle vurderingsfag	246	208	279
4	FKAT400	FOMR411	NOR6Z06	NOR3002	Norsk og morsmål	Styrket norsk	Norsk, styrket opplæring, vg2	Norsk, styrket opplæring, vg2	246	208	279
3	FKAT400	FOMR411	NOR6Z07	NOR6Z07	Norsk og morsmål	Styrket norsk	Norsk, styrket opplæring, vg3	Alle vurderingsfag	205	193	184
4	FKAT400	FOMR411	NOR6Z07	NOR3003	Norsk og morsmål	Styrket norsk	Norsk, styrket opplæring, vg3	Norsk, styrket opplæring, vg3	205	193	184
2	FKAT400	FOMR413		FOMR413	Norsk og morsmål	Styrket samisk	Alle opplæringsfag	Alle vurderingsfag		1	3
3	FKAT400	FOMR413	SAS4Z01	SAS4Z01	Norsk og morsmål	Styrket samisk	Samisk, styrket opplæring	Alle vurderingsfag		1	3
4	FKAT400	FOMR413	SAS4Z01	SAS4000	Norsk og morsmål	Styrket samisk	Samisk, styrket opplæring	Samisk som andrespråk, samisk 4, styrket opplæring		1	3
1	FKAT500			FKAT500	Realfag	Alle fagområder	Alle opplæringsfag	Alle vurderingsfag	127461	126793	129202
2	FKAT500	FOMR501		FOMR501	Realfag	Biologi	Alle opplæringsfag	Alle vurderingsfag	10724	9911	10229
3	FKAT500	FOMR501	BIO1Z03	BIO1Z03	Realfag	Biologi	Biologi 1	Alle vurderingsfag	6783	6430	6645
4	FKAT500	FOMR501	BIO1Z03	REA3035	Realfag	Biologi	Biologi 1	Biologi 1	6783	6430	6645
3	FKAT500	FOMR501	BIO1Z02	BIO1Z02	Realfag	Biologi	Biologi 2	Biologi 2	32		
4	FKAT500	FOMR501	BIO1Z02	REA3002	Realfag	Biologi	Biologi 2	Biologi 2	32		
3	FKAT500	FOMR501	BIO1Z04	BIO1Z04	Realfag	Biologi	Biologi 2	Alle vurderingsfag	3994	3556	3677
4	FKAT500	FOMR501	BIO1Z04	REA3036	Realfag	Biologi	Biologi 2	Biologi 2	3994	3556	3677
2	FKAT500	FOMR502		FOMR502	Realfag	Fysikk	Alle opplæringsfag	Alle vurderingsfag	11195	10865	10735
3	FKAT500	FOMR502	FYS1Z03	FYS1Z03	Realfag	Fysikk	Fysikk 1	Alle vurderingsfag	8058	7825	7892
4	FKAT500	FOMR502	FYS1Z03	REA3038	Realfag	Fysikk	Fysikk 1	Fysikk 1	8058	7825	7892
3	FKAT500	FOMR502	FYS1Z02	FYS1Z02	Realfag	Fysikk	Fysikk 2	Alle vurderingsfag		4	
4	FKAT500	FOMR502	FYS1Z02	REA3005	Realfag	Fysikk	Fysikk 2	Fysikk 2		4	
3	FKAT500	FOMR502	FYS1Z04	FYS1Z04	Realfag	Fysikk	Fysikk 2	Alle vurderingsfag	3137	3038	2847
4	FKAT500	FOMR502	FYS1Z04	REA3039	Realfag	Fysikk	Fysikk 2	Fysikk 2	3137	3038	2847
2	FKAT500	FOMR503		FOMR503	Realfag	Geofag	Alle opplæringsfag	Alle vurderingsfag	1723	1750	1731
3	FKAT500	FOMR503	GFG1Z05	GFG1Z05	Realfag	Geofag	Geofag 1	Alle vurderingsfag	992	1017	972
4	FKAT500	FOMR503	GFG1Z05	REA3042	Realfag	Geofag	Geofag 1	Geofag 1	992	1017	972
3	FKAT500	FOMR503	GFG1Z06	GFG1Z06	Realfag	Geofag	Geofag 2	Alle vurderingsfag	643	622	686
4	FKAT500	FOMR503	GFG1Z06	REA3043	Realfag	Geofag	Geofag 2	Geofag 2	643	622	686
3	FKAT500	FOMR503	GFG1Z04	GFG1Z04	Realfag	Geofag	Geofag X	Alle vurderingsfag	95	119	88
4	FKAT500	FOMR503	GFG1Z04	REA3041	Realfag	Geofag	Geofag X	Geofag X	95	119	88
2	FKAT500	FOMR504		FOMR504	Realfag	Informasjonsteknologi	Alle opplæringsfag	Alle vurderingsfag	3835	3533	2810
3	FKAT500	FOMR504	INF1Z01	INF1Z01	Realfag	Informasjonsteknologi	Informasjonsteknologi 1	Informasjonsteknologi 1	42		
4	FKAT500	FOMR504	INF1Z01	REA3014	Realfag	Informasjonsteknologi	Informasjonsteknologi 1	Informasjonsteknologi 1	42		
3	FKAT500	FOMR504	INF1Z03	INF1Z03	Realfag	Informasjonsteknologi	Informasjonsteknologi 1	Alle vurderingsfag	2196	2092	1590
4	FKAT500	FOMR504	INF1Z03	REA3048	Realfag	Informasjonsteknologi	Informasjonsteknologi 1	Informasjonsteknologi 1	2196	2092	1590
3	FKAT500	FOMR504	INF1Z04	INF1Z04	Realfag	Informasjonsteknologi	Informasjonsteknologi 2	Alle vurderingsfag	1447	1304	1120
4	FKAT500	FOMR504	INF1Z04	REA3049	Realfag	Informasjonsteknologi	Informasjonsteknologi 2	Informasjonsteknologi 2	1447	1304	1120
3	FKAT500	FOMR504	PRM1Z02	PRM1Z02	Realfag	Informasjonsteknologi	Programmering og modellering X	Alle vurderingsfag	183	160	120
4	FKAT500	FOMR504	PRM1Z02	REA3064	Realfag	Informasjonsteknologi	Programmering og modellering X	Programmering og modellering X	183	160	120
2	FKAT500	FOMR505		FOMR505	Realfag	Kjemi	Alle opplæringsfag	Alle vurderingsfag	12687	11738	11169
3	FKAT500	FOMR505	KJE1Z03	KJE1Z03	Realfag	Kjemi	Kjemi 1	Alle vurderingsfag	7687	7204	6847
4	FKAT500	FOMR505	KJE1Z03	REA3045	Realfag	Kjemi	Kjemi 1	Kjemi 1	7687	7204	6847
3	FKAT500	FOMR505	KJE1Z02	KJE1Z02	Realfag	Kjemi	Kjemi 2	Alle vurderingsfag		9	
4	FKAT500	FOMR505	KJE1Z02	REA3012	Realfag	Kjemi	Kjemi 2	Kjemi 2		9	
3	FKAT500	FOMR505	KJE1Z04	KJE1Z04	Realfag	Kjemi	Kjemi 2	Alle vurderingsfag	5024	4546	4339
4	FKAT500	FOMR505	KJE1Z04	REA3046	Realfag	Kjemi	Kjemi 2	Kjemi 2	5024	4546	4339
2	FKAT500	FOMR506		FOMR506	Realfag	Matematikk	Alle opplæringsfag	Alle vurderingsfag	122548	121653	123697
3	FKAT500	FOMR506	MAT8Z01	MAT8Z01	Realfag	Matematikk	Matematikk 1P studieforberedende utdanningsprogram	Alle vurderingsfag	19370	19581	20042
