order_id,inserted_at,updated_at,item_name,price_nok,category_name,customization_key,customization_value,price_increment_nok,constant_price
qx39gn568wgkn6b,2025-09-09 10:02:55.763Z,2025-09-09 10:02:56.069Z,Varm Sjokolade m/krem,10,Varm drikke,Annet,Klippekort,0,0
if3okn4kitt4dzs,2025-09-09 10:04:10.514Z,2025-09-09 10:04:10.824Z,Islatte,10,Kald drikke,Smak,Vanilje,0,1
if3okn4kitt4dzs,2025-09-09 10:04:10.514Z,2025-09-09 10:04:10.824Z,Islatte,10,Kald drikke,Annet,Bursdag,0,0
tqz33b3g86joaxr,2025-09-09 10:05:56.277Z,2025-09-09 10:05:56.563Z,Karamell Frappe,15,Kald drikke,Annet,Klippekort,0,0
39xin5axe5n05y7,2025-09-09 10:06:41.240Z,2025-09-09 10:06:41.562Z,Islatte,10,Kald drikke,Smak,Vanilje,0,1
39xin5axe5n05y7,2025-09-09 10:06:41.240Z,2025-09-09 10:06:41.562Z,Islatte,10,Kald drikke,Kopp,Egen,0,1
39xin5axe5n05y7,2025-09-09 10:06:41.240Z,2025-09-09 10:06:41.562Z,Islatte,10,Kald drikke,Annet,Klippekort,0,0
9s1i06j7spulkra,2025-09-09 10:07:08.244Z,2025-09-09 10:07:08.528Z,Islatte,10,Kald drikke,Smak,Vanilje,0,1
40wk3y5zatoidks,2025-09-09 10:07:22.285Z,2025-09-09 10:07:22.587Z,Varm Sjokolade m/krem,10,Varm drikke,Kopp,Egen,0,1
40wk3y5zatoidks,2025-09-09 10:07:22.285Z,2025-09-09 10:07:22.587Z,Varm Sjokolade m/krem,10,Varm drikke,Annet,Klippekort,0,0
djexeuo37ua4abk,2025-09-09 10:08:35.456Z,2025-09-09 10:08:35.747Z,Chai Latte,10,Varm drikke,Kopp,Stor,20,1
acye9f56pejezp0,2025-09-09 10:09:00.672Z,2025-09-09 10:09:00.975Z,Varm Sjokolade m/krem,10,Varm drikke,Kopp,Egen,0,1
0mo2ndocc3lqw6h,2025-09-09 10:09:20.702Z,2025-09-09 10:09:20.997Z,Varm Sjokolade m/krem,10,Varm drikke,Kopp,Liten,10,1
