Tid;Spenning
0.167;0.0
0.1675;0.0
0.168;0.0
0.1685;0.0
0.169;0.0
0.1695;0.000973
0.17;0.0
0.1705;0.0
0.171;0.0
0.1715;0.0
0.17200000000000001;0.0
0.17250000000000001;0.0
0.17300000000000001;0.0
0.17350000000000002;0.0
0.17400000000000002;0.01
0.17450000000000002;0.0
0.175;0.01
0.1755;0.0
0.176;0.0
0.1765;0.0
0.177;0.0
0.1775;0.0
0.178;0.0
0.1785;0.0
0.179;0.0
0.1795;0.0
0.18;0.0
0.1805;0.0
0.181;0.000973
0.1815;0.0
0.182;0.01
0.1825;0.0
0.183;0.0
0.1835;0.0
0.184;0.0
0.1845;0.0
0.185;0.01
0.1855;0.000973
0.186;0.0
0.1865;0.0
0.187;0.0
0.1875;0.0
0.188;0.000973
0.1885;0.0
0.189;0.0
0.1895;0.0
0.19;0.01
0.1905;0.0
0.191;0.0
0.1915;0.0
0.192;0.0
0.1925;0.0
0.193;0.0
0.1935;0.0
0.194;0.0
0.1945;0.0
0.195;0.0
0.1955;0.000973
0.196;0.0
0.1965;0.0
0.197;0.0
0.1975;0.0
0.198;0.0
0.1985;0.0
0.199;0.0
0.1995;0.0
0.2;0.0
0.2005;0.0
0.201;0.0
0.2015;0.0
0.202;0.0
0.2025;0.0
0.203;0.0
0.20350000000000001;0.0
0.20400000000000001;0.0
0.20450000000000002;0.0
0.20500000000000002;0.0
0.2055;0.0
0.206;0.01
0.2065;0.0
0.207;0.000973
0.2075;0.0
0.208;0.0
0.2085;0.01
0.209;0.0
0.2095;0.0
0.21;0.0
0.2105;0.0
0.211;0.0
0.2115;0.0
0.212;0.0
0.2125;0.0
0.213;0.0
0.2135;0.0
0.214;0.0
0.2145;0.01
0.215;0.0
0.2155;0.0
0.216;0.0
0.2165;0.0
0.217;0.0
0.2175;0.01
0.218;0.01
0.2185;0.0
0.219;0.0
0.2195;0.0
0.22;0.0
0.2205;0.0
0.221;0.0
0.2215;0.0
0.222;0.0
0.2225;0.000973
0.223;0.0
0.2235;0.0
0.224;0.000973
0.2245;0.01
0.225;0.0
0.2255;0.0
0.226;0.0
0.2265;0.000477
0.227;0.0
0.2275;0.0
0.228;0.0
0.2285;0.01
0.229;0.0
0.2295;0.000973
0.23;0.01
0.2305;0.0
0.231;0.0
0.2315;0.0
0.232;0.0
0.2325;0.0
0.233;0.000477
0.2335;0.0
0.234;0.0
0.23450000000000001;0.0
0.235;0.0
0.2355;0.0
0.236;0.000477
0.2365;0.0
0.237;0.000973
0.2375;0.0
0.238;0.01
0.2385;0.0
0.239;0.000477
0.2395;0.01
0.24;0.0
0.2405;0.0
0.241;0.0
0.2415;0.0
0.242;0.0
0.2425;0.0
0.243;0.0
0.2435;0.0
0.244;0.0
0.2445;0.0
0.245;0.0
0.2455;0.0
0.246;0.0
0.2465;0.0
0.247;0.0
0.2475;0.01
0.248;0.0
0.2485;0.0
0.249;0.0
0.2495;0.0
0.25;0.0
0.2505;0.0
0.251;0.0
0.2515;0.0
0.252;0.0
0.2525;0.000973
0.253;0.0
0.2535;0.0
0.254;0.0
0.2545;0.0
0.255;0.0
0.2555;0.0
0.256;0.0
0.2565;0.0
0.257;0.000973
0.2575;0.0
0.258;0.01
0.2585;0.0
0.259;0.0
0.2595;0.0
0.26;0.0
0.2605;0.0
0.261;0.01
0.2615;0.0
0.262;0.0
0.2625;0.0
0.263;0.0
0.2635;0.0
0.264;0.000477
0.2645;0.0
0.265;0.0
0.2655;0.0
0.266;0.0
0.2665;0.0
0.267;0.0
0.2675;0.0
0.268;0.0
0.2685;0.0
0.269;0.0
0.2695;0.0
0.27;0.0
0.2705;0.0
0.271;0.0
0.2715;0.0
0.272;0.01
0.2725;0.0
0.273;0.0
0.2735;0.0
0.274;0.0
0.2745;0.0
0.275;0.0
0.2755;0.01
0.276;0.0
0.2765;0.0
0.277;0.0
0.2775;0.0
0.278;0.0
0.2785;0.0
0.279;0.0
0.2795;0.0
0.28;0.0
0.2805;0.000973
0.281;0.000477
0.28150000000000003;0.0
0.28200000000000003;0.000973
0.28250000000000003;0.000973
0.28300000000000003;0.0
0.28350000000000003;0.0
0.28400000000000003;-0.000496
0.28450000000000003;0.0
0.28500000000000003;0.0
0.2855;0.0
0.286;0.000973
0.2865;0.000973
0.287;0.0
0.2875;0.0
0.288;0.0
0.2885;0.0
0.289;0.000973
0.2895;0.0
0.29;0.0
0.2905;0.0
0.291;0.0
0.2915;0.0
0.292;0.000973
0.2925;0.0
0.293;0.0
0.2935;0.0
0.294;0.000973
0.2945;0.0
0.295;0.0
0.2955;0.0
0.296;0.0
0.2965;0.000973
0.297;0.0
0.2975;0.000477
0.298;0.0
0.2985;0.0
0.299;0.0
0.2995;0.0
0.3;0.000973
0.3005;0.000973
0.301;0.0
0.3015;0.0
0.302;0.0
0.3025;-0.000496
0.303;-0.000496
0.3035;0.0
0.304;-0.000496
0.3045;0.0
0.305;0.0
0.3055;0.0
0.306;-0.000992
0.3065;0.000477
0.307;-0.000496
0.3075;0.0
0.308;0.0
0.3085;0.0
0.309;0.0
0.3095;0.0
0.31;0.0
0.3105;-0.000992
0.311;0.0
0.3115;0.0
0.312;0.0
0.3125;-0.000496
0.313;0.0
0.3135;0.0
0.314;0.0
0.3145;-0.01
0.315;0.0
0.3155;0.0
0.316;-0.01
0.3165;0.0
0.317;0.0
0.3175;0.0
0.318;-0.01
0.3185;-0.01
0.319;-0.01
0.3195;-0.01
0.32;-0.01
0.3205;-0.01
0.321;-0.01
0.3215;-0.01
0.322;-0.01
0.3225;-0.01
0.323;-0.01
0.3235;-0.01
0.324;-0.01
0.3245;-0.01
0.325;-0.01
0.3255;-0.01
0.326;-0.01
0.3265;-0.01
0.327;-0.01
0.3275;-0.01
0.328;-0.01
0.3285;-0.02
0.329;-0.01
0.3295;-0.02
0.33;-0.02
0.3305;-0.02
0.331;-0.02
0.3315;-0.02
0.332;-0.02
0.3325;-0.02
0.333;-0.02
0.3335;-0.02
0.334;-0.02
0.3345;-0.02
0.335;-0.02
0.3355;-0.02
0.336;-0.02
0.3365;-0.03
0.337;-0.03
0.3375;-0.03
0.338;-0.02
0.3385;-0.03
0.339;-0.03
0.3395;-0.03
0.34;-0.03
0.3405;-0.03
0.341;-0.03
0.3415;-0.03
0.342;-0.03
0.3425;-0.04
0.343;-0.03
0.3435;-0.03
0.34400000000000003;-0.04
0.34450000000000003;-0.04
0.345;-0.04
0.3455;-0.04
0.346;-0.04
0.3465;-0.04
0.347;-0.04
0.3475;-0.04
0.348;-0.04
0.3485;-0.04
0.349;-0.05
0.3495;-0.05
0.35;-0.05
0.35047619047619044;-0.05
0.3509523809523809;-0.05
0.3514285714285714;-0.05
0.3519047619047619;-0.05
0.35238095238095235;-0.06
0.3528571428571428;-0.06
0.35333333333333333;-0.06
0.3538095238095238;-0.06
0.35428571428571426;-0.06
0.3547619047619047;-0.06
0.35523809523809524;-0.06
0.3557142857142857;-0.07
0.35619047619047617;-0.07
0.35666666666666663;-0.07
0.35714285714285715;-0.07
0.3576190476190476;-0.07
0.3580952380952381;-0.07
0.35857142857142854;-0.07
0.35904761904761906;-0.07
0.3595238095238095;-0.08
0.36;-0.08
0.3605263157894737;-0.08
0.36105263157894735;-0.08
0.36157894736842106;-0.08
0.3621052631578947;-0.09
0.3626315789473684;-0.09
0.36315789473684207;-0.09
0.3636842105263158;-0.09
0.3642105263157895;-0.09
0.36473684210526314;-0.1
0.36526315789473685;-0.09
0.3657894736842105;-0.1
0.3663157894736842;-0.1
0.3668421052631579;-0.1
0.36736842105263157;-0.11
0.3678947368421053;-0.11
0.3684210526315789;-0.11
0.36894736842105263;-0.11
0.3694736842105263;-0.11
0.37;-0.11
0.37047619047619046;-0.12
0.3709523809523809;-0.12
0.37142857142857144;-0.12
0.3719047619047619;-0.12
0.37238095238095237;-0.13
0.37285714285714283;-0.13
0.37333333333333335;-0.13
0.3738095238095238;-0.13
0.3742857142857143;-0.14
0.37476190476190474;-0.14
0.37523809523809526;-0.14
0.3757142857142857;-0.14
0.3761904761904762;-0.14
0.37666666666666665;-0.15
0.37714285714285717;-0.15
0.37761904761904763;-0.15
0.3780952380952381;-0.16
0.37857142857142856;-0.16
0.3790476190476191;-0.16
0.37952380952380954;-0.16
0.38;-0.17
0.3805263157894737;-0.17
0.38105263157894737;-0.17
0.3815789473684211;-0.17
0.3821052631578947;-0.18
0.38263157894736843;-0.18
0.3831578947368421;-0.18
0.3836842105263158;-0.19
0.3842105263157895;-0.19
0.38473684210526315;-0.19
0.38526315789473686;-0.19
0.3857894736842105;-0.2
0.3863157894736842;-0.2
0.38684210526315793;-0.2
0.3873684210526316;-0.21
0.3878947368421053;-0.21
0.38842105263157894;-0.21
0.38894736842105265;-0.21
0.3894736842105263;-0.22
0.39;-0.22
0.3905;-0.22
0.391;-0.23
0.3915;-0.23
0.392;-0.23
0.3925;-0.23
0.393;-0.23
0.3935;-0.24
0.394;-0.24
0.3945;-0.24
0.395;-0.24
0.3955;-0.25
0.396;-0.25
0.3965;-0.25
0.397;-0.25
0.3975;-0.26
0.398;-0.26
0.3985;-0.26
0.399;-0.26
0.3995;-0.26
0.4;-0.26
0.4005;-0.27
0.401;-0.27
0.4015;-0.27
0.402;-0.27
0.4025;-0.27
0.403;-0.28
0.4035;-0.28
0.404;-0.28
0.4045;-0.28
0.405;-0.28
0.40549999999999997;-0.28
0.40599999999999997;-0.28
0.4065;-0.28
0.407;-0.29
0.4075;-0.28
0.408;-0.28
0.4085;-0.28
0.409;-0.29
0.4095;-0.29
0.41;-0.28
0.4105;-0.29
0.411;-0.28
0.4115;-0.29
0.412;-0.28
0.4125;-0.28
0.413;-0.28
0.4135;-0.28
0.414;-0.28
0.4145;-0.28
0.415;-0.28
0.4155;-0.28
0.416;-0.28
0.4165;-0.27
0.417;-0.27
0.4175;-0.27
0.418;-0.27
0.4185;-0.27
0.419;-0.26
0.4195;-0.26
0.42;-0.26
0.42047619047619045;-0.25
0.4209523809523809;-0.25
0.42142857142857143;-0.25
0.4219047619047619;-0.25
0.42238095238095236;-0.24
0.4228571428571428;-0.24
0.42333333333333334;-0.23
0.4238095238095238;-0.23
0.42428571428571427;-0.22
0.42476190476190473;-0.22
0.42523809523809525;-0.21
0.4257142857142857;-0.21
0.4261904761904762;-0.2
0.42666666666666664;-0.2
0.42714285714285716;-0.19
0.4276190476190476;-0.18
0.4280952380952381;-0.18
0.42857142857142855;-0.17
0.42904761904761907;-0.17
0.42952380952380953;-0.16
0.43;-0.15
0.4305263157894737;-0.14
0.43105263157894735;-0.14
0.43157894736842106;-0.13
0.4321052631578947;-0.12
0.4326315789473684;-0.11
0.4331578947368421;-0.1
0.4336842105263158;-0.1
0.4342105263157895;-0.08
0.43473684210526314;-0.08
0.43526315789473685;-0.07
0.4357894736842105;-0.06
0.4363157894736842;-0.05
0.4368421052631579;-0.04
0.4373684210526316;-0.03
0.4378947368421053;-0.02
0.43842105263157893;-0.01
0.43894736842105264;0.0
0.4394736842105263;0.01
0.44;0.02
0.4405;0.03
0.441;0.04
0.4415;0.06
0.442;0.07
0.4425;0.08
0.443;0.09
0.4435;0.1
0.444;0.11
0.4445;0.12
0.445;0.14
0.4455;0.15
0.446;0.16
0.4465;0.17
0.447;0.18
0.4475;0.19
0.448;0.2
0.4485;0.21
0.449;0.23
0.4495;0.24
0.45;0.25
0.4505;0.26
0.451;0.27
0.4515;0.28
0.452;0.29
0.4525;0.3
0.453;0.31
0.4535;0.32
0.454;0.33
0.4545;0.34
0.455;0.35
0.4555;0.36
0.456;0.37
0.4565;0.38
0.457;0.39
0.4575;0.4
0.458;0.4
0.4585;0.41
0.459;0.42
0.4595;0.42
0.46;0.43
0.4605;0.44
0.461;0.44
0.4615;0.45
0.462;0.45
0.4625;0.46
0.463;0.47
0.4635;0.47
0.464;0.48
0.4645;0.48
0.46499999999999997;0.48
0.46549999999999997;0.48
0.46599999999999997;0.48
0.46649999999999997;0.49
0.46699999999999997;0.49
0.46749999999999997;0.49
0.46799999999999997;0.49
0.46849999999999997;0.49
0.469;0.49
0.4695;0.48
0.47;0.49
0.4705;0.48
0.471;0.48
0.4715;0.48
0.472;0.48
0.4725;0.47
0.473;0.47
0.4735;0.47
0.474;0.46
0.4745;0.46
0.475;0.45
0.4755;0.45
0.476;0.44
0.4765;0.43
0.477;0.43
0.4775;0.42
0.478;0.42
0.4785;0.41
0.479;0.4
0.4795;0.39
0.48;0.38
0.4805;0.38
0.481;0.36
0.4815;0.36
0.482;0.35
0.4825;0.34
0.483;0.33
0.4835;0.32
0.484;0.31
0.4845;0.3
0.485;0.29
0.4855;0.28
0.486;0.27
0.4865;0.25
0.487;0.24
0.4875;0.24
0.488;0.23
0.4885;0.21
0.489;0.21
0.4895;0.2
0.49;0.19
0.4905;0.18
0.491;0.17
0.4915;0.16
0.492;0.16
0.4925;0.15
0.493;0.14
0.4935;0.13
0.494;0.13
0.4945;0.12
0.495;0.12
0.4955;0.11
0.496;0.11
0.4965;0.1
0.497;0.1
0.4975;0.09
0.498;0.09
0.4985;0.09
0.499;0.08
0.4995;0.08
0.5;0.08
0.5004761904761905;0.07
0.5009523809523809;0.07
0.5014285714285714;0.07
0.5019047619047619;0.07
0.5023809523809524;0.06
0.5028571428571429;0.06
0.5033333333333333;0.06
0.5038095238095238;0.05
0.5042857142857143;0.06
0.5047619047619047;0.05
0.5052380952380953;0.05
0.5057142857142857;0.05
0.5061904761904762;0.05
0.5066666666666667;0.04
0.5071428571428571;0.05
0.5076190476190476;0.04
0.5080952380952382;0.04
0.5085714285714286;0.04
0.5090476190476191;0.04
0.5095238095238095;0.04
0.51;0.04
0.5105263157894737;0.03
0.5110526315789474;0.04
0.511578947368421;0.03
0.5121052631578947;0.03
0.5126315789473684;0.03
0.5131578947368421;0.03
0.5136842105263159;0.03
0.5142105263157895;0.03
0.5147368421052632;0.03
0.5152631578947369;0.03
0.5157894736842106;0.03
0.5163157894736842;0.02
0.5168421052631579;0.03
0.5173684210526316;0.03
0.5178947368421053;0.02
0.518421052631579;0.02
0.5189473684210526;0.02
0.5194736842105263;0.02
0.52;0.02
0.5205;0.02
0.521;0.02
0.5215000000000001;0.02
0.522;0.02
0.5225;0.02
0.523;0.02
0.5235000000000001;0.02
0.524;0.02
0.5245;0.02
0.525;0.02
0.5255000000000001;0.02
0.526;0.01
0.5265;0.01
0.527;0.01
0.5275000000000001;0.02
0.528;0.02
0.5285;0.01
0.529;0.01
0.5295000000000001;0.01
0.53;0.01
0.5305;0.01
0.531;0.01
0.5315000000000001;0.01
0.532;0.01
0.5325;0.01
0.533;0.01
0.5335000000000001;0.01
0.534;0.01
0.5345;0.01
0.535;0.01
0.5355000000000001;0.01
0.536;0.01
0.5365;0.01
0.537;0.01
0.5375000000000001;0.01
0.538;0.01
0.5385;0.01
0.539;0.01
0.5395000000000001;0.01
0.54;0.01
0.5405;0.01
0.541;0.01
0.5415000000000001;0.01
0.542;0.01
0.5425;0.01
0.543;0.01
0.5435000000000001;0.01
0.544;0.01
0.5445;0.01
0.545;0.01
0.5455000000000001;0.01
0.546;0.01
0.5465;0.01
0.547;0.01
0.5475000000000001;0.01
0.548;0.01
0.5485;0.01
0.549;0.0
0.5495000000000001;0.01
0.55;0.01
0.5505;0.0
0.551;0.01
0.5515000000000001;0.01
0.552;0.0
0.5525;0.0
0.553;0.01
0.5535000000000001;0.0
0.554;0.0
0.5545;0.01
0.555;0.0
0.5555000000000001;0.0
0.556;0.0
0.5565;0.0
0.557;0.0
0.5575000000000001;0.000477
0.558;0.000477
0.5585;0.0
0.559;0.0
0.5595000000000001;0.0
0.56;0.000973
0.5605;0.000477
0.561;0.0
0.5615;0.0
0.562;0.0
0.5625;0.0
0.5630000000000001;0.0
0.5635;0.0
0.5640000000000001;0.0
0.5645;0.0
0.565;0.0
0.5655;0.0
0.566;0.0
0.5665;0.0
0.567;0.0
0.5675;0.0
0.568;0.0
0.5685;0.000973
0.569;0.0
0.5695;0.0
0.57;0.0
0.5705;0.0
0.571;0.0
0.5714999999999999;0.0
0.572;0.0
0.5725;0.0
0.573;0.0
0.5734999999999999;0.0
0.574;0.0
0.5745;0.0
0.575;0.000973
0.5754999999999999;0.0
0.576;0.0
0.5765;0.01
0.577;0.0
0.5774999999999999;0.0
0.578;0.0
0.5785;0.0
0.579;0.01
0.5794999999999999;0.0
0.58;0.0
0.5804761904761905;0.0
0.5809523809523809;0.0
0.5814285714285714;0.01
0.5819047619047618;0.0
0.5823809523809523;0.01
0.5828571428571429;0.0
0.5833333333333333;0.01
0.5838095238095238;0.0
0.5842857142857143;0.0
0.5847619047619047;0.01
0.5852380952380952;0.0
0.5857142857142856;0.01
0.5861904761904762;0.0
0.5866666666666667;0.01
0.5871428571428571;0.0
0.5876190476190476;0.0
0.5880952380952381;0.01
0.5885714285714285;0.0
0.589047619047619;0.0
0.5895238095238095;0.01
0.59;0.01
0.5905263157894737;0.0
0.5910526315789474;0.0
0.591578947368421;0.01
0.5921052631578947;0.0
0.5926315789473684;0.01
0.5931578947368421;0.01
0.5936842105263158;0.0
0.5942105263157894;0.01
0.5947368421052631;0.0
0.5952631578947368;0.01
0.5957894736842105;0.0
0.5963157894736841;0.01
0.5968421052631578;0.01
0.5973684210526315;0.0
0.5978947368421053;0.0
0.598421052631579;0.0
0.5989473684210526;0.01
0.5994736842105263;0.0
0.6;0.0
0.6004761904761905;0.0
0.6009523809523809;0.01
0.6014285714285714;0.01
0.6019047619047618;0.01
0.6023809523809524;0.01
0.6028571428571429;0.01
0.6033333333333333;0.0
0.6038095238095238;0.01
0.6042857142857143;0.01
0.6047619047619047;0.01
0.6052380952380952;0.0
0.6057142857142856;0.0
0.6061904761904762;0.01
0.6066666666666667;0.01
0.6071428571428571;0.01
0.6076190476190476;0.0
0.6080952380952381;0.0
0.6085714285714285;0.01
0.6090476190476191;0.01
0.6095238095238095;0.0
0.61;0.01
0.6105263157894737;0.01
0.6110526315789474;0.01
0.611578947368421;0.0
0.6121052631578947;0.01
0.6126315789473684;0.0
0.6131578947368421;0.01
0.6136842105263158;0.01
0.6142105263157894;0.01
0.6147368421052631;0.01
0.6152631578947368;0.01
0.6157894736842106;0.01
0.6163157894736842;0.01
0.6168421052631579;0.01
0.6173684210526316;0.0
0.6178947368421053;0.0
0.618421052631579;0.01
0.6189473684210526;0.01
0.6194736842105263;0.01
0.62;0.01
0.6204761904761905;0.0
0.6209523809523809;0.01
0.6214285714285714;0.01
0.6219047619047618;0.01
0.6223809523809524;0.0
0.6228571428571429;0.01
0.6233333333333333;0.01
0.6238095238095238;0.0
0.6242857142857143;0.01
0.6247619047619047;0.01
0.6252380952380953;0.01
0.6257142857142857;0.01
0.6261904761904762;0.01
0.6266666666666667;0.01
0.6271428571428571;0.01
0.6276190476190476;0.01
0.6280952380952382;0.01
0.6285714285714286;0.01
0.6290476190476191;0.01
0.6295238095238095;0.01
0.63;0.0
0.6305263157894737;0.01
0.6310526315789474;0.0
0.631578947368421;0.01
0.6321052631578947;0.0
0.6326315789473684;0.01
0.6331578947368421;0.01
0.6336842105263158;0.01
0.6342105263157894;0.01
0.6347368421052632;0.01
0.6352631578947369;0.01
0.6357894736842106;0.01
0.6363157894736842;0.01
0.6368421052631579;0.01
0.6373684210526316;0.01
0.6378947368421053;0.0
0.638421052631579;0.01
0.6389473684210526;0.01
0.6394736842105263;0.01
0.64;0.01
0.6405000000000001;0.0
0.641;0.01
0.6415;0.01
0.642;0.01
0.6425000000000001;0.01
0.643;0.0
0.6435;0.01
0.644;0.0
0.6445000000000001;0.01
0.645;0.01
0.6455;0.0
0.646;0.01
0.6465000000000001;0.01
0.647;0.0
0.6475;0.01
0.648;0.01
0.6485000000000001;0.01
0.649;0.0
0.6495;0.01
0.65;0.01
0.6505000000000001;0.01
0.651;0.0
0.6515;0.01
0.652;0.01
0.6525000000000001;0.01
0.653;0.0
0.6535;0.0
0.654;0.0
0.6545000000000001;0.0
0.655;0.01
0.6555;0.01
0.656;0.0
0.6565000000000001;0.0
0.657;0.01
0.6575;0.01
0.658;0.01
0.6585000000000001;0.0
0.659;0.0
0.6595;0.0
0.66;0.0
0.6605000000000001;0.0
0.661;0.0
0.6615;0.0
0.662;0.0
0.6625000000000001;0.01
0.663;0.01
0.6635;0.0
0.664;0.0
0.6645000000000001;0.01
0.665;0.01
0.6655;0.0
0.666;0.01
0.6665000000000001;0.0
0.667;0.01
0.6675;0.01
0.668;0.01
0.6685000000000001;0.01
0.669;0.0
0.6695;0.0
0.67;0.0
0.6705000000000001;0.01
0.671;0.0
0.6715;0.0
0.672;0.0
0.6725000000000001;0.0
0.673;0.0
0.6735;0.0
0.674;0.0
0.6745000000000001;0.01
0.675;0.0
0.6755;0.01
0.676;0.0
0.6765000000000001;0.0
0.677;0.0
0.6775;0.0
0.678;0.0
0.6785000000000001;0.0
0.679;0.0
0.6795;0.0
0.68;0.0
0.6805;0.0
0.681;0.0
0.6815;0.0
0.682;0.0
0.6825;0.0
0.683;0.01
0.6835;0.0
0.684;0.0
0.6845;0.0
0.685;0.0
0.6855;0.0
0.6859999999999999;0.000477
0.6865;0.0
0.6869999999999999;0.0
0.6875;0.0
0.688;0.0
0.6885;0.0
0.689;0.0
0.6895;0.0
0.69;0.0
0.6904999999999999;0.0
0.691;0.0
0.6915;0.000477
0.692;0.0
0.6924999999999999;0.0
0.693;0.0
0.6935;0.0
0.694;0.0
0.6944999999999999;0.0
0.695;0.0
0.6955;0.0
0.696;0.0
0.6964999999999999;0.000477
0.697;0.0
0.6975;0.000973
0.698;0.0
0.6984999999999999;0.0
0.699;0.0
0.6995;0.000973
0.7;0.0
0.7004761904761905;0.0
0.7009523809523809;0.0
