Tid;Spenning
0.7014285714285714;0.0
0.7019047619047618;0.0
0.7023809523809523;0.000973
0.7028571428571428;0.0
0.7033333333333333;0.0
0.7038095238095238;0.0
0.7042857142857143;0.0
0.7047619047619047;0.0
0.7052380952380952;0.0
0.7057142857142856;0.0
0.7061904761904761;0.0
0.7066666666666667;0.0
0.7071428571428571;0.0
0.7076190476190476;0.0
0.7080952380952381;0.0
0.7085714285714285;0.000477
0.709047619047619;0.0
0.7095238095238094;0.0
0.71;0.000973
0.7104999999999999;0.0
0.711;0.0
0.7115;0.0
0.712;0.0
0.7124999999999999;0.0
0.713;0.000973
0.7135;0.0
0.714;0.0
0.7144999999999999;0.000973
0.715;0.0
0.7155;0.0
0.716;0.0
0.7164999999999999;0.0
0.717;0.0
0.7175;0.000973
0.718;0.0
0.7184999999999999;0.000477
0.719;0.0
0.7195;0.0
0.72;0.0
0.7204999999999999;0.0
0.721;0.0
0.7215;0.0
0.722;0.0
0.7224999999999999;0.0
0.723;0.0
0.7235;0.0
0.724;0.0
0.7244999999999999;0.0
0.725;0.0
0.7255;0.0
0.726;0.0
0.7264999999999999;0.01
0.727;0.0
0.7275;0.0
0.728;0.0
0.7284999999999999;0.0
0.729;0.0
0.7295;0.000973
0.73;0.0
0.7305263157894737;0.0
0.7310526315789474;0.0
0.731578947368421;0.000973
0.7321052631578947;0.0
0.7326315789473684;0.0
0.7331578947368421;0.0
0.7336842105263158;0.0
0.7342105263157894;0.0
0.7347368421052631;0.0
0.7352631578947368;0.0
0.7357894736842105;0.000973
0.7363157894736841;0.0
0.7368421052631579;0.0
0.7373684210526316;0.0
0.7378947368421053;0.0
0.738421052631579;0.0
0.7389473684210526;0.000477
0.7394736842105263;0.0
0.74;0.0
0.7404999999999999;0.0
0.741;0.000973
0.7415;0.0
0.742;0.000477
0.7424999999999999;0.000477
0.743;0.0
0.7435;0.0
0.744;0.0
0.7444999999999999;0.0
0.745;0.0
0.7455;0.0
0.746;0.0
0.7464999999999999;0.0
0.747;0.0
0.7475;0.000973
0.748;0.000973
0.7484999999999999;0.000973
0.749;0.0
0.7495;0.0
0.75;0.0
0.7504761904761905;0.0
0.7509523809523809;0.0
0.7514285714285714;0.0
0.7519047619047619;0.0
0.7523809523809524;0.0
0.7528571428571429;0.0
0.7533333333333333;0.0
0.7538095238095238;0.0
0.7542857142857143;0.0
0.7547619047619047;0.0
0.7552380952380953;0.0
0.7557142857142857;0.0
0.7561904761904762;0.0
0.7566666666666667;0.000973
0.7571428571428571;0.000973
0.7576190476190476;0.0
0.7580952380952382;0.0
0.7585714285714286;0.0
0.7590476190476191;0.0
0.7595238095238095;0.0
0.76;0.0
0.7605263157894737;0.0
0.7610526315789474;0.0
0.761578947368421;0.0
0.7621052631578947;0.0
0.7626315789473684;0.0
0.7631578947368421;0.0
0.7636842105263159;0.0
0.7642105263157895;0.0
0.7647368421052632;0.0
0.7652631578947369;0.0
0.7657894736842106;0.0
0.7663157894736842;0.0
0.7668421052631579;0.0
0.7673684210526316;0.0
0.7678947368421053;0.0
0.768421052631579;0.0
0.7689473684210526;0.0
0.7694736842105263;0.000973
0.77;0.0
0.7705;0.000973
0.771;0.0
0.7715000000000001;0.01
0.772;0.0
0.7725;0.000477
0.773;0.000973
0.7735000000000001;0.0
0.774;0.000973
0.7745;0.0
0.775;0.0
0.7755000000000001;0.0
0.776;0.0
0.7765;-0.000992
0.777;0.000477
0.7775000000000001;0.0
0.778;0.0
0.7785;0.0
0.779;-0.000496
0.7795000000000001;0.0
0.78;0.0
0.7805;0.000973
0.781;0.0
0.7815000000000001;0.000973
0.782;0.0
0.7825;0.0
0.783;0.0
0.7835000000000001;0.000477
0.784;0.0
0.7845;0.0
0.785;0.0
0.7855000000000001;-0.000992
0.786;0.0
0.7865;0.000477
0.787;0.000973
0.7875000000000001;0.0
0.788;0.0
0.7885;0.0
0.789;0.0
0.7895000000000001;0.0
0.79;0.000477
0.7905;0.0
0.791;0.000973
0.7915000000000001;0.0
0.792;0.000973
0.7925;0.01
0.793;0.000477
0.7935000000000001;0.0
0.794;0.0
0.7945;0.000973
0.795;0.0
0.7955000000000001;0.0
0.796;0.000973
0.7965;0.0
0.797;0.0
0.7975000000000001;0.000477
0.798;0.0
0.7985;0.0
0.799;0.0
0.7995000000000001;0.0
0.8;0.0
0.8005;0.0
0.801;0.0
0.8015000000000001;0.0
0.802;0.0
0.8025;0.0
0.803;0.000973
0.8035000000000001;0.000477
0.804;0.0
0.8045;0.0
0.805;0.0
0.8055000000000001;0.0
0.806;0.0
0.8065;0.0
0.807;0.0
0.8075000000000001;0.0
0.808;0.000973
0.8085;0.0
0.809;0.0
0.8095000000000001;0.01
0.81;0.000477
0.8105;0.0
0.811;0.0
0.8115;0.0
0.812;0.0
0.8125;0.0
0.8130000000000001;0.0
0.8135;0.0
0.8140000000000001;0.0
0.8145;0.0
0.815;0.000477
0.8155;0.0
0.816;0.0
0.8165;0.0
0.817;0.0
0.8175;0.0
0.818;0.0
0.8185;0.0
0.819;0.0
0.8195;0.01
0.82;0.0
0.8205;0.0
0.821;0.0
0.8214999999999999;0.0
0.822;0.0
0.8225;0.0
0.823;0.0
0.8234999999999999;0.0
0.824;0.0
0.8245;0.0
0.825;0.0
0.8254999999999999;0.0
0.826;0.0
0.8265;0.0
0.827;0.01
0.8274999999999999;0.0
0.828;0.0
0.8285;0.0
0.829;0.0
0.8294999999999999;0.01
0.83;0.0
0.8305;0.0
0.831;0.0
0.8314999999999999;0.0
0.832;0.0
0.8325;0.0
0.833;0.0
0.8334999999999999;0.0
0.834;0.01
0.8345;0.0
0.835;0.0
0.8354999999999999;0.0
0.836;0.0
0.8365;0.0
0.837;0.01
0.8374999999999999;0.0
0.838;0.0
0.8385;0.0
0.839;0.0
0.8394999999999999;0.01
0.84;0.0
0.8405;0.0
0.841;0.0
0.8414999999999999;0.0
0.842;0.0
0.8425;0.0
0.843;0.0
0.8434999999999999;0.0
0.844;0.0
0.8445;0.0
0.845;0.0
0.8454999999999999;0.0
0.846;0.01
0.8465;0.0
0.847;0.0
0.8474999999999999;0.0
0.848;0.0
0.8485;0.0
0.849;0.0
0.8494999999999999;0.01
0.85;0.0
0.8504761904761905;0.0
0.8509523809523809;0.0
0.8514285714285714;0.0
0.8519047619047618;0.000477
0.8523809523809524;0.01
0.8528571428571429;0.0
0.8533333333333333;0.0
0.8538095238095238;0.0
0.8542857142857143;0.0
0.8547619047619047;0.0
0.8552380952380952;0.0
0.8557142857142856;0.0
0.8561904761904762;0.01
0.8566666666666667;0.0
0.8571428571428571;0.0
0.8576190476190476;0.0
0.8580952380952381;0.0
0.8585714285714285;0.0
0.8590476190476191;0.01
0.8595238095238095;-0.000496
